cod_ibge,nome,nume_cid,pgai,tipo_cidd,regiao_num,territ_cid,utr,criacao,area,pop_1996,pop_2000,pop_2007,pop_2008,pop_2009,assoc_mun,reg_pm,art_pm,region_ibg,cod_region,pop_2010,ppa_2012_2,number,regionaliz,areaoficia,reg_tur,nova_regio,nova_reg_o,tot_p_res,hom_tot,mulh_tot,tot_urb,hom_urb,mulh_urb,tot_rur,hom_rur,mulh_rur
1702109,Araguaína,30-Araguaína,Bico,Capital,V,,,1958,4000,105019,113143,115759,119128,119637,,2º BPM - Araguaína,2º BPM,Araguaína,17002,149313,Araguaína,33,Região Metropolitana de Araguaína,4000.395,Vale dos Grandes Rios,Área-Programa Norte,II,150484,73587,76897,142925,69468,73457,7559,4119,3440
1703883,Carmolândia,32-Carmolândia,Bico,Menor impacto re,V,,<Null>,1993,339,1610,2008,2313,2383,2420,,2º BPM - Araguaína,2º BPM,Araguaína,17002,2285,Araguaína,32,Região Metropolitana de Araguaína,339.401,Sem Região,Área-Programa Norte,II,2316,1206,1110,1824,937,887,492,269,223
1703008,Babaçulândia,31-Babaçulândia,Outros,Menor impacto re,V,,Regiao Nordeste,1953,1788,8775,10329,10372,10672,10698,,2º BPM - Araguaína,2º BPM,Araguaína,17002,10267,Araguaína,35,Região Metropolitana de Araguaína,1788.442,Vale dos Grandes Rios,Área-Programa Norte,II,10424,5540,4884,4929,2466,2463,5495,3074,2421
1718865,Santa Fé do Araguaia,37-Santa Fé do Araguaia,Bico,Menor impacto re,V,,<Null>,1993,1677,4336,5507,5610,5773,5795,CMVA-Consorcio Municípios Vale do Araguaia,2º BPM - Araguaína,2º BPM,Araguaína,17002,6599,Araguaína,31,Região Metropolitana de Araguaína,1676.945,Sem Região,Área-Programa Norte,II,6599,3417,3182,4374,2205,2169,2225,1212,1013
1713957,Muricilândia,34-Muricilândia,Bico,Menor impacto re,V,,<Null>,1993,1188,3039,2680,2850,2935,2958,,2º BPM - Araguaína,2º BPM,Araguaína,17002,3152,Araguaína,30,Região Metropolitana de Araguaína,1187.798,Sem Região,Área-Programa Norte,II,3152,1657,1495,1800,898,902,1352,759,593
1701309,Aragominas,29-Aragominas,Bico,Menor impacto re,V,,<Null>,1993,1173,3486,6180,5469,5618,5555,,2º BPM - Araguaína,2º BPM,Araguaína,17002,5882,Araguaína,29,Região Metropolitana de Araguaína,1173.026,Sem Região,Área-Programa Norte,II,5882,3138,2744,2230,1104,1126,3652,2034,1618
1722081,Wanderlândia,38-Wanderlândia,Bico,Menor impacto re,V,,Regiao Nordeste,1980,1373,10274,10273,9317,9574,9493,,2º BPM - Araguaína,2º BPM,Araguaína,17002,10949,Araguaína,34,Região Metropolitana de Araguaína,1373.055,Vale dos Grandes Rios,Área-Programa Norte,II,10981,5647,5334,5868,2955,2913,5113,2692,2421
1706506,Darcinópolis,16-Darcinópolis,Bico,Menor impacto re,III,Bico do Papagaio,Regiao Bico,1993,1549,3905,4273,5130,5288,5388,AMBIP-Assc. Municipios do Bico do Papagaio,2º BPM - Araguaína,2º BPM,Bico do Papagaio,17001,5273,Araguatins,25,Região do Extremo Norte ou Bico do Papagaio,1548.89,Vale dos Grandes Rios,Área-Programa Extremo Norte(Bico do Papagaio),I,5273,2775,2498,3489,1759,1730,1784,1016,768
1702158,Araguanã,25-Araguanã,Bico,Menor impacto re,IV,,<Null>,1993,834,3069,4193,5000,5154,5248,,2º BPM - Araguaína,2º BPM,Araguaína,17002,5023,Araguaína,27,Região Metropolitana de Araguaína,834.701,Vale dos Grandes Rios,Área-Programa Norte,II,5030,2584,2446,3386,1718,1668,1644,866,778
1713809,Palmeiras do Tocantins,21-Palmeiras do Tocantins,Bico,Menor impacto re,III,Bico do Papagaio,Regiao Bico,1993,748,3533,4622,4542,4672,4673,AMBIP-Assc. Municipios do Bico do Papagaio,5ª CIPM - Tocantinópolis,5ª CIPM,Bico do Papagaio,17001,5695,Araguatins,24,Região do Extremo Norte ou Bico do Papagaio,747.895,Sem Região,Área-Programa Extremo Norte(Bico do Papagaio),I,5740,2991,2749,3232,1631,1601,2508,1360,1148
1717206,Piraquê,26-Piraquê,Bico,Menor impacto re,IV,,<Null>,1993,922,1785,2360,3014,3103,3127,,2º BPM - Araguaína,2º BPM,Araguaína,17002,2877,Araguaína,28,Região Metropolitana de Araguaína,921.585,Sem Região,Área-Programa Norte,II,2920,1626,1294,1122,560,562,1798,1066,732
1700301,Aguiarnópolis,14-Aguiarnópolis,Bico,Menor impacto re,III,Bico do Papagaio,Regiao Bico,1997,235,0,3145,3995,4120,4216,AMBIP-Assc. Municipios do Bico do Papagaio,5ª CIPM - Tocantinópolis,5ª CIPM,Bico do Papagaio,17001,5140,Araguatins,23,Região do Extremo Norte ou Bico do Papagaio,235.391,Bico do Papagaio,Área-Programa Extremo Norte(Bico do Papagaio),I,5162,2618,2544,4142,2056,2086,1020,562,458
1720002,Santa Terezinha do Tocantins,22-Santa Terezinha do Tocantins,Bico,Menor impacto re,III,Bico do Papagaio,Regiao Bico,1997,270,0,2455,2291,2356,2343,AMBIP-Assc. Municipios do Bico do Papagaio,5ª CIPM - Tocantinópolis,5ª CIPM,Bico do Papagaio,17001,2468,Araguatins,22,Região do Extremo Norte ou Bico do Papagaio,269.676,Sem Região,Área-Programa Extremo Norte(Bico do Papagaio),I,2474,1268,1206,1594,804,790,880,464,416
1718550,Riachinho,27-Riachinho,Bico,Menor impacto re,IV,Bico do Papagaio,Regiao Bico,1993,611,3502,3670,3691,3798,3808,AMBIP-Assc. Municipios do Bico do Papagaio,5ª CIPM - Tocantinópolis,5ª CIPM,Bico do Papagaio,17001,4170,Araguaína,17,Região do Extremo Norte ou Bico do Papagaio,610.726,Sem Região,Área-Programa Extremo Norte(Bico do Papagaio),I,4191,2168,2023,1812,896,916,2379,1272,1107
1722107,Xambioá,28-Xambioá,Bico,Menor impacto re,IV,,<Null>,1958,1634,11183,12137,10856,11160,11099,,2º BPM - Araguaína,2º BPM,Araguaína,17002,11484,Araguaína,26,Região Metropolitana de Araguaína,1633.769,Vale dos Grandes Rios,Área-Programa Norte,II,11484,5907,5577,9738,4910,4828,1746,997,749
1701051,Angico,15-Angico,Bico,Menor impacto re,III,Bico do Papagaio,Regiao Bico,1993,439,2755,2889,3169,3264,3300,AMBIP-Assc. Municipios do Bico do Papagaio,5ª CIPM - Tocantinópolis,5ª CIPM,Bico do Papagaio,17001,3152,Araguatins,18,Região do Extremo Norte ou Bico do Papagaio,438.703,Bico do Papagaio,Área-Programa Extremo Norte(Bico do Papagaio),I,3175,1673,1502,1938,991,947,1237,682,555
1714302,Nazaré,20-Nazaré,Bico,Menor impacto re,III,Bico do Papagaio,Regiao Bico,1958,396,7156,5150,4528,4652,4596,AMBIP-Assc. Municipios do Bico do Papagaio,5ª CIPM - Tocantinópolis,5ª CIPM,Bico do Papagaio,17001,4386,Araguatins,20,Região do Extremo Norte ou Bico do Papagaio,395.903,Sem Região,Área-Programa Extremo Norte(Bico do Papagaio),I,4386,2262,2124,1991,995,996,2395,1267,1128
1712454,Luzinópolis,18-Luzinópolis,Bico,Menor impacto re,III,Bico do Papagaio,Regiao Bico,1997,280,0,2021,2784,2874,2959,AMBIP-Assc. Municipios do Bico do Papagaio,5ª CIPM - Tocantinópolis,5ª CIPM,Bico do Papagaio,17001,2622,Araguatins,19,Região do Extremo Norte ou Bico do Papagaio,279.562,Sem Região,Área-Programa Extremo Norte(Bico do Papagaio),I,2622,1350,1272,1675,851,824,947,499,448
1721208,Tocantinópolis,23-Tocantinópolis,Bico,Capital,III,Bico do Papagaio,Regiao Bico,1858,1077,22810,22777,21334,21932,21826,AMBIP-Assc. Municipios do Bico do Papagaio,5ª CIPM - Tocantinópolis,5ª CIPM,Bico do Papagaio,17001,22590,Araguatins,21,Região do Extremo Norte ou Bico do Papagaio,1077.066,Bico do Papagaio,Área-Programa Extremo Norte(Bico do Papagaio),I,22619,11200,11419,18318,8912,9406,4301,2288,2013
1703826,Cachoeirinha,2-Cachoeirinha,Bico,Menor impacto re,I,Bico do Papagaio,Regiao Bico,1993,352,2039,2023,2171,2235,2255,AMBIP-Assc. Municipios do Bico do Papagaio,5ª CIPM - Tocantinópolis,5ª CIPM,Bico do Papagaio,17001,2148,Araguatins,15,Região do Extremo Norte ou Bico do Papagaio,352.343,Sem Região,Área-Programa Extremo Norte(Bico do Papagaio),I,2148,1137,1011,1731,902,829,417,235,182
1701002,Ananás,24-Ananás,Bico,Menor impacto re,IV,Bico do Papagaio,Regiao Bico,1963,1587,9694,10512,9358,9615,9514,AMBIP-Assc. Municipios do Bico do Papagaio,5ª CIPM - Tocantinópolis,5ª CIPM,Bico do Papagaio,17001,9846,Araguaína,14,Região do Extremo Norte ou Bico do Papagaio,1587,Bico do Papagaio,Área-Programa Extremo Norte(Bico do Papagaio),I,9865,4981,4884,8144,4087,4057,1721,894,827
1712801,Maurilândia do Tocantins,19-Maurilândia do Tocantins,Bico,Menor impacto re,III,Bico do Papagaio,Regiao Bico,1993,738,2721,2854,3185,3281,3322,AMBIP-Assc. Municipios do Bico do Papagaio,5ª CIPM - Tocantinópolis,5ª CIPM,Bico do Papagaio,17001,3112,Araguatins,16,Região do Extremo Norte ou Bico do Papagaio,738.101,Sem Região,Área-Programa Extremo Norte(Bico do Papagaio),I,3154,1697,1457,2017,1043,974,1137,654,483
1720101,São Bento do Tocantins,4-São Bento do Tocantins,Bico,Menor impacto re,I,Bico do Papagaio,Regiao Bico,1993,1105,2834,3738,4447,4583,4666,AMBIP-Assc. Municipios do Bico do Papagaio,4ª CIPM - Araguatins,4ª CIPM,Bico do Papagaio,17001,4615,Araguatins,12,Região do Extremo Norte ou Bico do Papagaio,1105.893,Bico do Papagaio,Área-Programa Extremo Norte(Bico do Papagaio),I,4608,2403,2205,2716,1398,1318,1892,1005,887
1710706,Itaguatins,17-Itaguatins,Bico,Menor impacto re,III,Bico do Papagaio,Regiao Bico,1945,740,6492,6386,6074,6246,6226,AMBIP-Assc. Municipios do Bico do Papagaio,5ª CIPM - Tocantinópolis,5ª CIPM,Bico do Papagaio,17001,5628,Araguatins,13,Região do Extremo Norte ou Bico do Papagaio,739.846,Bico do Papagaio,Área-Programa Extremo Norte(Bico do Papagaio),I,6029,3104,2925,3396,1680,1716,2633,1424,1209
1702901,Axixá do Tocantins,7-Axixá do Tocantins,Bico,Menor impacto re,II,Bico do Papagaio,Regiao Bico,1963,150,9698,8827,8917,9175,9203,AMBIP-Assc. Municipios do Bico do Papagaio,4ª CIPM - Araguatins,4ª CIPM,Bico do Papagaio,17001,9275,Araguatins,9,Região do Extremo Norte ou Bico do Papagaio,150.214,Sem Região,Área-Programa Extremo Norte(Bico do Papagaio),I,9275,4600,4675,7621,3757,3864,1654,843,811
1720804,Sítio Novo do Tocantins,13-Sítio Novo do Tocantins,Bico,Menor impacto re,II,Bico do Papagaio,Regiao Bico,1963,324,10114,9488,9302,9568,9568,AMBIP-Assc. Municipios do Bico do Papagaio,4ª CIPM - Araguatins,4ª CIPM,Bico do Papagaio,17001,9148,Araguatins,10,Região do Extremo Norte ou Bico do Papagaio,324.102,Sem Região,Área-Programa Extremo Norte(Bico do Papagaio),I,9148,4631,4517,4875,2403,2472,4273,2228,2045
1720200,São Miguel do Tocantins,12-São Miguel do Tocantins,Bico,Menor impacto re,II,Bico do Papagaio,Regiao Bico,1993,399,8304,8486,10221,10536,10737,AMBIP-Assc. Municipios do Bico do Papagaio,4ª CIPM - Araguatins,4ª CIPM,Bico do Papagaio,17001,10490,Araguatins,11,Região do Extremo Norte ou Bico do Papagaio,398.817,Sem Região,Área-Programa Extremo Norte(Bico do Papagaio),I,10481,5290,5191,2547,1241,1306,7934,4049,3885
1702554,Augustinópolis,6-Augustinópolis,Bico,Menor impacto re,II,Bico do Papagaio,Regiao Bico,1982,414,13924,12964,14800,15248,15469,AMBIP-Assc. Municipios do Bico do Papagaio,4ª CIPM - Araguatins,4ª CIPM,Bico do Papagaio,17001,15883,Araguatins,7,Região do Extremo Norte ou Bico do Papagaio,414.37,Bico do Papagaio,Área-Programa Extremo Norte(Bico do Papagaio),I,15950,8005,7945,13176,6522,6654,2774,1483,1291
1718303,Praia Norte,10-Praia  Norte,Bico,Menor impacto re,II,Bico do Papagaio,Regiao Bico,1988,289,5149,6781,7060,7267,7310,AMBIP-Assc. Municipios do Bico do Papagaio,4ª CIPM - Araguatins,4ª CIPM,Bico do Papagaio,17001,7661,Araguatins,8,Região do Extremo Norte ou Bico do Papagaio,289.052,Bico do Papagaio,Área-Programa Extremo Norte(Bico do Papagaio),I,7659,3897,3762,4468,2246,2222,3191,1651,1540
1702208,Araguatins,1-Araguatins,Bico,Capital,I,Bico do Papagaio,Regiao Bico_Sede,1948,2627,22558,26010,25973,26722,26771,AMBIP-Assc. Municipios do Bico do Papagaio,4ª CIPM - Araguatins,4ª CIPM,Bico do Papagaio,17001,31232,Araguatins,3,Região do Extremo Norte ou Bico do Papagaio,2627.28,Bico do Papagaio,Área-Programa Extremo Norte(Bico do Papagaio),I,31329,15968,15361,20135,9934,10201,11194,6034,5160
1703800,Buriti do Tocantins,8-Buriti do Tocantins,Bico,Menor impacto re,II,Bico do Papagaio,Regiao Bico,1988,250,7599,7842,8164,8404,8454,AMBIP-Assc. Municipios do Bico do Papagaio,4ª CIPM - Araguatins,4ª CIPM,Bico do Papagaio,17001,9767,Araguatins,4,Região do Extremo Norte ou Bico do Papagaio,249.906,Sem Região,Área-Programa Extremo Norte(Bico do Papagaio),I,9768,4939,4829,7454,3725,3729,2314,1214,1100
1703891,Carrasco Bonito,9-Carrasco Bonito,Bico,Menor impacto re,II,Bico do Papagaio,Regiao Bico,1993,195,2727,3218,3314,3411,3428,AMBIP-Assc. Municipios do Bico do Papagaio,4ª CIPM - Araguatins,4ª CIPM,Bico do Papagaio,17001,3687,Araguatins,5,Região do Extremo Norte ou Bico do Papagaio,195.017,Sem Região,Área-Programa Extremo Norte(Bico do Papagaio),I,3688,1919,1769,1967,1023,944,1721,896,825
1718808,Sampaio,11-Sampaio,Bico,Menor impacto re,II,Bico do Papagaio,Regiao Bico,1988,201,2829,2801,3672,3788,3886,AMBIP-Assc. Municipios do Bico do Papagaio,4ª CIPM - Araguatins,4ª CIPM,Bico do Papagaio,17001,3863,Araguatins,6,Região do Extremo Norte ou Bico do Papagaio,200.813,Bico do Papagaio,Área-Programa Extremo Norte(Bico do Papagaio),I,3864,1970,1894,3516,1782,1734,348,188,160
1707405,Esperantina,3-Esperantina,Bico,Menor impacto re,I,Bico do Papagaio,Regiao Bico,1993,504,5963,7623,8134,8375,8445,AMBIP-Assc. Municipios do Bico do Papagaio,4ª CIPM - Araguatins,4ª CIPM,Bico do Papagaio,17001,9476,Araguatins,1,Região do Extremo Norte ou Bico do Papagaio,504.019,Bico do Papagaio,Área-Programa Extremo Norte(Bico do Papagaio),I,9476,4910,4566,4614,2353,2261,4862,2557,2305
1720309,São Sebastião do Tocantins,5-São Sebastião do Tocantins,Bico,Menor impacto re,I,Bico do Papagaio,Regiao Bico,1963,287,3516,3669,4244,4373,4441,AMBIP-Assc. Municipios do Bico do Papagaio,4ª CIPM - Araguatins,4ª CIPM,Bico do Papagaio,17001,4283,Araguatins,2,Região do Extremo Norte ou Bico do Papagaio,287.271,Bico do Papagaio,Área-Programa Extremo Norte(Bico do Papagaio),I,4283,2199,2084,3283,1646,1637,1000,553,447
1712157,Lavandeira,137-Lavandeira,Outros,Menor impacto re,XVIII,Sudeste,Regiao Sudeste,1997,520,0,1209,1590,1640,1683,Portal do Sudeste-Assoc. Municipios do Sudeste,1ª CIPM - Arraias,1ª CIPM,Dianópolis,17008,1605,Dianópolis,137,Região Sudeste,519.569,Sem Região,Área-Programa Sudeste,X,1605,838,767,1023,507,516,582,331,251
1702703,Aurora do Tocantins,136-Aurora do Tocantins,Outros,Menor impacto re,XVIII,Sudeste,Regiao Sudeste,1963,753,4382,3101,3385,3486,3523,Portal do Sudeste-Assoc. Municipios do Sudeste,1ª CIPM - Arraias,1ª CIPM,Dianópolis,17008,3446,Dianópolis,136,Região Sudeste,752.826,Serras Gerais,Área-Programa Sudeste,X,3446,1774,1672,2482,1227,1255,964,547,417
1717800,Ponte Alta do Bom Jesus,138-Ponte Alta do Bom Jesus,Outros,Menor impacto re,XVIII,Sudeste,Regiao Sudeste,1958,1806,4715,4574,4529,4660,4664,Portal do Sudeste-Assoc. Municipios do Sudeste,2ª CIPM - Dianópolis,2ª CIPM,Dianópolis,17008,4548,Dianópolis,133,Região Sudeste,1806.132,Sem Região,Área-Programa Sudeste,X,4544,2405,2139,2501,1257,1244,2043,1148,895
1715259,Novo Jardim,125-Novo Jardim,Outros,Menor impacto re,XV,Sudeste,Regiao Sudeste,1993,1310,2010,2151,2419,2492,2525,Portal do Sudeste-Assoc. Municipios do Sudeste,2ª CIPM - Dianópolis,2ª CIPM,Dianópolis,17008,2457,Dianópolis,132,Região Sudeste,1309.658,Sem Região,Área-Programa Sudeste,X,2457,1277,1180,1776,900,876,681,377,304
1707009,Dianópolis,124-Dianópolis,Outros,Capital,XV,Sudeste,Regiao Sudeste_Sede,1884,3217,14882,15428,18584,19158,19524,Portal do Sudeste-Assoc. Municipios do Sudeste,2ª CIPM - Dianópolis,2ª CIPM,Dianópolis,17008,18747,Dianópolis,130,Região Sudeste,3217.179,Serras Gerais,Área-Programa Sudeste,X,19112,9679,9433,16444,8181,8263,2668,1498,1170
1718659,Rio da Conceição,127-Rio da Conceição,Outros,Menor impacto re,XV,Sudeste,Regiao Sudeste,1993,771,1035,1189,1454,1499,1530,,2ª CIPM - Dianópolis,2ª CIPM,Dianópolis,17008,1707,Dianópolis,127,Região Sudeste,771.112,Serras Gerais,Área-Programa Sudeste,X,1714,886,828,1574,810,764,140,76,64
1712702,Mateiros,97-Mateiros,Outros,Menor impacto re,XII,Jalapão,Regiao Jalapao,1993,9592,1490,1646,1737,1788,1802,Portal do Sudeste-Assoc. Municipios do Sudeste,5º BPM - Porto Nacional,5º BPM,Jalapão,17007,2169,Ponte Alta do Tocantins,101,Região do Jalapão,9591.543,Encantos do Jalapão,Área-Programa leste( Jalapão),VII,2223,1187,1036,1417,726,691,806,461,345
1709302,Guaraí,59-Guaraí,Outros,Capital,VIII,,<Null>,1968,2268,20404,20018,21669,22314,22530,,7º BPM - Guaraí,7º BPM,Miracema do Tocantins,17003,23163,Guaraí,53,Região Metropolitana de Araguaína,2268.147,Sem Região,Área-Programa Noroeste,III,23200,11687,11513,21128,10538,10590,2072,1149,923
